Timecode,BlendshapeCount,CheekSquintRight,EyeSquintRight,MouthDimpleRight,NoseSneerRight,MouthSmileRight,JawOpen,MouthUpperUpRight,BrowDownRight,CheekSquintLeft,EyeSquintLeft,MouthDimpleLeft,NoseSneerLeft,MouthSmileLeft,MouthUpperUpLeft,BrowDownLeft
02:50:00:39.028,61,0.341318063,0.137191746,0.071791047,0.18649626,0.643183351,0.070742836,0.173077853,0.151316722,0.341318063,0.137191746,0.071791047,0.18649626,0.643183351,0.173077853,0.151316722
02:50:00:40.029,61,0.341507557,0.137393483,0.071867182,0.187259215,0.645845309,0.07131664,0.176958003,0.151552268,0.341507557,0.137393483,0.071867182,0.187259215,0.645845309,0.176958003,0.151552268
02:50:00:41.031,61,0.34340841,0.140218681,0.072207047,0.188705703,0.661201954,0.071573671,0.181888031,0.154538997,0.34340841,0.140218681,0.072207047,0.188705703,0.661201954,0.181888031,0.154538997
02:50:00:42.033,61,0.345833324,0.142460526,0.072413664,0.189313738,0.670243373,0.071491666,0.184344478,0.155666364,0.345833324,0.142460526,0.072413664,0.189313738,0.670243373,0.184344478,0.155666364
02:50:00:43.034,61,0.347964816,0.145862147,0.072563111,0.190717172,0.672308087,0.071407146,0.186456891,0.158267898,0.347964816,0.145862147,0.072563111,0.190717172,0.672308087,0.186456891,0.158267898
02:50:00:44.036,61,0.358996667,0.16089542,0.073057188,0.194065779,0.677904045,0.071224925,0.188248905,0.165978262,0.358996667,0.16089542,0.073057188,0.194065779,0.677904045,0.188248905,0.165978262
02:50:00:45.037,61,0.366293574,0.171212487,0.073671194,0.196431526,0.683460593,0.071111315,0.189922803,0.173879597,0.366293574,0.171212487,0.073671194,0.196431526,0.683460593,0.189922803,0.173879597
02:50:00:46.039,61,0.373246921,0.178429596,0.074234823,0.199417232,0.68902646,0.071052718,0.191374251,0.178391949,0.373246921,0.178429596,0.074234823,0.199417232,0.68902646,0.191374251,0.178391949
02:50:00:47.040,61,0.383879751,0.190573746,0.074923785,0.203467016,0.692551389,0.070939205,0.194947851,0.186322543,0.383879751,0.190573746,0.074923785,0.203467016,0.692551389,0.194947851,0.186322543
02:50:00:48.042,61,0.388212308,0.200035278,0.075276326,0.206202681,0.695436696,0.070802507,0.197683478,0.190406037,0.388212308,0.200035278,0.075276326,0.206202681,0.695436696,0.197683478,0.190406037
02:50:00:49.044,61,0.388312168,0.200315588,0.07538495,0.206697858,0.697357953,0.070563029,0.198153919,0.190609398,0.388312168,0.200315588,0.07538495,0.206697858,0.697357953,0.198153919,0.190609398
02:50:00:50.045,61,0.391433296,0.202458877,0.075418315,0.208290633,0.698705375,0.070358798,0.199743055,0.193232231,0.391433296,0.202458877,0.075418315,0.208290633,0.698705375,0.199743055,0.193232231
02:50:00:51.047,61,0.395196411,0.20418565,0.075037779,0.210443554,0.700730021,0.0702157,0.202508838,0.19868529,0.395196411,0.20418565,0.075037779,0.210443554,0.700730021,0.202508838,0.19868529
02:50:00:52.048,61,0.397625233,0.208903869,0.075564705,0.212382267,0.701872577,0.069898416,0.208024553,0.203994444,0.397625233,0.208903869,0.075564705,0.212382267,0.701872577,0.208024553,0.203994444
02:50:00:53.050,61,0.398427308,0.209019057,0.075324809,0.212606965,0.702050706,0.069818618,0.208493149,0.204891543,0.398427308,0.209019057,0.075324809,0.212606965,0.702050706,0.208493149,0.204891543
02:50:00:54.051,61,0.398737326,0.209602125,0.075360908,0.213109239,0.703977495,0.069425394,0.209384659,0.205811805,0.398737326,0.209602125,0.075360908,0.213109239,0.703977495,0.209384659,0.205811805
02:50:00:55.053,61,0.400406522,0.212318641,0.07519783,0.213680918,0.707508122,0.069445842,0.213778866,0.208884207,0.400406522,0.212318641,0.07519783,0.213680918,0.707508122,0.213778866,0.208884207
02:50:00:56.055,61,0.399239865,0.215208876,0.075506292,0.214402743,0.711689666,0.068261088,0.21497448,0.211445959,0.399239865,0.215208876,0.075506292,0.214402743,0.711689666,0.21497448,0.211445959
02:50:00:57.056,61,0.398561729,0.215200757,0.075592844,0.214165896,0.711875483,0.067902101,0.214686145,0.211794936,0.398561729,0.215200757,0.075592844,0.214165896,0.711875483,0.214686145,0.211794936
02:50:00:58.058,61,0.399060614,0.21532049,0.075679309,0.214268185,0.7137575,0.067049849,0.215521735,0.213272126,0.399060614,0.21532049,0.075679309,0.214268185,0.7137575,0.215521735,0.213272126
02:50:00:59.059,61,0.401522105,0.214866271,0.075371888,0.215458627,0.714597076,0.067068216,0.216042765,0.214319481,0.401522105,0.214866271,0.075371888,0.215458627,0.714597076,0.216042765,0.214319481
02:50:01:00.061,61,0.403907451,0.215951872,0.07585372,0.216530799,0.716847117,0.067223862,0.219997181,0.215336063,0.403907451,0.215951872,0.07585372,0.216530799,0.716847117,0.219997181,0.215336063
02:50:01:01.062,61,0.406365549,0.215910883,0.075734916,0.217188295,0.722815851,0.066978614,0.223074614,0.217593884,0.406365549,0.215910883,0.075734916,0.217188295,0.722815851,0.223074614,0.217593884
02:50:01:02.064,61,0.407661555,0.219379735,0.076077944,0.217823606,0.725523949,0.066300177,0.223966493,0.220814235,0.407661555,0.219379735,0.076077944,0.217823606,0.725523949,0.223966493,0.220814235
02:50:01:03.066,61,0.408090624,0.220881708,0.076161752,0.217973407,0.725559254,0.066367456,0.224428618,0.221506139,0.408090624,0.220881708,0.076161752,0.217973407,0.725559254,0.224428618,0.221506139
02:50:01:04.067,61,0.412166052,0.218965833,0.07646846,0.221405299,0.731393546,0.066241614,0.229689656,0.224647125,0.412166052,0.218965833,0.07646846,0.221405299,0.731393546,0.229689656,0.224647125
02:50:01:05.069,61,0.418911745,0.222170814,0.078011366,0.226257204,0.747019162,0.066487339,0.238932061,0.230693492,0.418911745,0.222170814,0.078011366,0.226257204,0.747019162,0.238932061,0.230693492
02:50:01:06.070,61,0.441120873,0.219850037,0.080418278,0.24525023,0.765682588,0.061870078,0.257937189,0.235441445,0.441120873,0.219850037,0.080418278,0.24525023,0.765682588,0.257937189,0.235441445
02:50:01:07.072,61,0.449181785,0.222960257,0.081383306,0.240513518,0.771989008,0.062543785,0.252923243,0.241697477,0.449181785,0.222960257,0.081383306,0.240513518,0.771989008,0.252923243,0.241697477
02:50:01:08.074,61,0.457872838,0.22491057,0.08269183,0.24274612,0.774613053,0.062454698,0.253116209,0.247362452,0.457872838,0.22491057,0.08269183,0.24274612,0.774613053,0.253116209,0.247362452
02:50:01:09.075,61,0.458619927,0.224706796,0.082819861,0.242768834,0.774151752,0.063345303,0.25596544,0.249524737,0.458619927,0.224706796,0.082819861,0.242768834,0.774151752,0.25596544,0.249524737
02:50:01:10.077,61,0.460737785,0.225573664,0.083266503,0.244462371,0.774232,0.063218849,0.257049127,0.255206642,0.460737785,0.225573664,0.083266503,0.244462371,0.774232,0.257049127,0.255206642
02:50:01:11.079,61,0.460119685,0.226595572,0.083456008,0.243969306,0.775512387,0.063666581,0.251754952,0.258820841,0.460119685,0.226595572,0.083456008,0.243969306,0.775512387,0.251754952,0.258820841
02:50:01:12.080,61,0.462817145,0.229316146,0.08417135,0.245843393,0.779651046,0.06464228,0.257731669,0.264828333,0.462817145,0.229316146,0.08417135,0.245843393,0.779651046,0.257731669,0.264828333
02:50:01:13.082,61,0.464344648,0.233662415,0.084337677,0.245993023,0.781559517,0.065480576,0.260443126,0.267219969,0.464344648,0.233662415,0.084337677,0.245993023,0.781559517,0.260443126,0.267219969
02:50:01:14.083,61,0.466244864,0.240506719,0.084691662,0.246917352,0.781823089,0.065436306,0.261641825,0.271574801,0.466244864,0.240506719,0.084691662,0.246917352,0.781823089,0.261641825,0.271574801
02:50:01:15.085,61,0.467884767,0.24043984,0.084775471,0.246954434,0.782924384,0.066093205,0.263465409,0.272988296,0.467884767,0.24043984,0.084775471,0.246954434,0.782924384,0.263465409,0.272988296
02:50:01:16.086,61,0.468200361,0.241105364,0.085009897,0.246203351,0.78489242,0.069395956,0.276771476,0.274614252,0.468200361,0.241105364,0.085009897,0.246203351,0.78489242,0.276771476,0.274614252
02:50:01:17.088,61,0.469428333,0.246770335,0.086307002,0.241211938,0.797535052,0.076132428,0.288714374,0.279371839,0.469428333,0.246770335,0.086307002,0.241211938,0.797535052,0.288714374,0.279371839
02:50:01:18.090,61,0.476031907,0.248230093,0.087338128,0.242861787,0.80528454,0.080495574,0.301910569,0.283562855,0.476031907,0.248230093,0.087338128,0.242861787,0.80528454,0.301910569,0.283562855
02:50:01:19.091,61,0.480059373,0.248523085,0.087525908,0.243944518,0.809294611,0.080676921,0.306799663,0.284638138,0.480059373,0.248523085,0.087525908,0.243944518,0.809294611,0.306799663,0.284638138
02:50:01:20.093,61,0.485322083,0.248660928,0.088092638,0.246332539,0.816409439,0.081013237,0.314680383,0.287457743,0.485322083,0.248660928,0.088092638,0.246332539,0.816409439,0.314680383,0.287457743
02:50:01:21.094,61,0.485329196,0.250177648,0.088281964,0.246661829,0.815824697,0.081406687,0.315073522,0.288476704,0.485329196,0.250177648,0.088281964,0.246661829,0.815824697,0.315073522,0.288476704
02:50:01:22.096,61,0.486738361,0.253114606,0.088440485,0.247154037,0.816562812,0.081498096,0.317289641,0.291114201,0.486738361,0.253114606,0.088440485,0.247154037,0.816562812,0.317289641,0.291114201
02:50:01:23.098,61,0.487166621,0.253066603,0.088501384,0.247272787,0.81749029,0.081322852,0.317868384,0.291970486,0.487166621,0.253066603,0.088501384,0.247272787,0.81749029,0.317868384,0.291970486
02:50:01:24.099,61,0.488274356,0.260290653,0.090067668,0.247715404,0.818545878,0.083461841,0.320570067,0.29592544,0.488274356,0.260290653,0.090067668,0.247715404,0.818545878,0.320570067,0.29592544
